Date,Year,Month,MonthName,MonthYear,Quarter,Day,Weekday,WeekdayName,IsWeekend
9/4/2023,2023,9,Tháng chín,202309,Q3,4,1,Thứ hai,FALSE
9/5/2023,2023,9,Tháng chín,202309,Q3,5,2,Thứ ba,FALSE
9/6/2023,2023,9,Tháng chín,202309,Q3,6,3,Thứ Tư,FALSE
9/7/2023,2023,9,Tháng chín,202309,Q3,7,4,Thứ năm,FALSE
9/8/2023,2023,9,Tháng chín,202309,Q3,8,5,Thứ sáu,FALSE
9/11/2023,2023,9,Tháng chín,202309,Q3,11,1,Thứ hai,FALSE
9/12/2023,2023,9,Tháng chín,202309,Q3,12,2,Thứ ba,FALSE
9/13/2023,2023,9,Tháng chín,202309,Q3,13,3,Thứ Tư,FALSE
9/14/2023,2023,9,Tháng chín,202309,Q3,14,4,Thứ năm,FALSE
9/15/2023,2023,9,Tháng chín,202309,Q3,15,5,Thứ sáu,FALSE
9/18/2023,2023,9,Tháng chín,202309,Q3,18,1,Thứ hai,FALSE
9/19/2023,2023,9,Tháng chín,202309,Q3,19,2,Thứ ba,FALSE
9/20/2023,2023,9,Tháng chín,202309,Q3,20,3,Thứ Tư,FALSE
9/21/2023,2023,9,Tháng chín,202309,Q3,21,4,Thứ năm,FALSE
9/22/2023,2023,9,Tháng chín,202309,Q3,22,5,Thứ sáu,FALSE
9/25/2023,2023,9,Tháng chín,202309,Q3,25,1,Thứ hai,FALSE
9/26/2023,2023,9,Tháng chín,202309,Q3,26,2,Thứ ba,FALSE
9/27/2023,2023,9,Tháng chín,202309,Q3,27,3,Thứ Tư,FALSE
9/28/2023,2023,9,Tháng chín,202309,Q3,28,4,Thứ năm,FALSE
9/29/2023,2023,9,Tháng chín,202309,Q3,29,5,Thứ sáu,FALSE
10/2/2023,2023,10,Tháng Mười,202310,Q4,2,1,Thứ hai,FALSE
10/3/2023,2023,10,Tháng Mười,202310,Q4,3,2,Thứ ba,FALSE
10/4/2023,2023,10,Tháng Mười,202310,Q4,4,3,Thứ Tư,FALSE
10/5/2023,2023,10,Tháng Mười,202310,Q4,5,4,Thứ năm,FALSE
10/6/2023,2023,10,Tháng Mười,202310,Q4,6,5,Thứ sáu,FALSE
10/9/2023,2023,10,Tháng Mười,202310,Q4,9,1,Thứ hai,FALSE
10/10/2023,2023,10,Tháng Mười,202310,Q4,10,2,Thứ ba,FALSE
10/11/2023,2023,10,Tháng Mười,202310,Q4,11,3,Thứ Tư,FALSE
10/12/2023,2023,10,Tháng Mười,202310,Q4,12,4,Thứ năm,FALSE
10/13/2023,2023,10,Tháng Mười,202310,Q4,13,5,Thứ sáu,FALSE
10/16/2023,2023,10,Tháng Mười,202310,Q4,16,1,Thứ hai,FALSE
10/17/2023,2023,10,Tháng Mười,202310,Q4,17,2,Thứ ba,FALSE
10/18/2023,2023,10,Tháng Mười,202310,Q4,18,3,Thứ Tư,FALSE
10/19/2023,2023,10,Tháng Mười,202310,Q4,19,4,Thứ năm,FALSE
10/20/2023,2023,10,Tháng Mười,202310,Q4,20,5,Thứ sáu,FALSE
10/23/2023,2023,10,Tháng Mười,202310,Q4,23,1,Thứ hai,FALSE
10/24/2023,2023,10,Tháng Mười,202310,Q4,24,2,Thứ ba,FALSE
10/25/2023,2023,10,Tháng Mười,202310,Q4,25,3,Thứ Tư,FALSE
10/26/2023,2023,10,Tháng Mười,202310,Q4,26,4,Thứ năm,FALSE
10/27/2023,2023,10,Tháng Mười,202310,Q4,27,5,Thứ sáu,FALSE
10/30/2023,2023,10,Tháng Mười,202310,Q4,30,1,Thứ hai,FALSE
10/31/2023,2023,10,Tháng Mười,202310,Q4,31,2,Thứ ba,FALSE
11/1/2023,2023,11,Tháng mười một,202311,Q4,1,3,Thứ Tư,FALSE
11/2/2023,2023,11,Tháng mười một,202311,Q4,2,4,Thứ năm,FALSE
11/3/2023,2023,11,Tháng mười một,202311,Q4,3,5,Thứ sáu,FALSE
11/6/2023,2023,11,Tháng mười một,202311,Q4,6,1,Thứ hai,FALSE
11/7/2023,2023,11,Tháng mười một,202311,Q4,7,2,Thứ ba,FALSE
11/8/2023,2023,11,Tháng mười một,202311,Q4,8,3,Thứ Tư,FALSE
11/9/2023,2023,11,Tháng mười một,202311,Q4,9,4,Thứ năm,FALSE
11/10/2023,2023,11,Tháng mười một,202311,Q4,10,5,Thứ sáu,FALSE
11/13/2023,2023,11,Tháng mười một,202311,Q4,13,1,Thứ hai,FALSE
11/14/2023,2023,11,Tháng mười một,202311,Q4,14,2,Thứ ba,FALSE
11/15/2023,2023,11,Tháng mười một,202311,Q4,15,3,Thứ Tư,FALSE
11/16/2023,2023,11,Tháng mười một,202311,Q4,16,4,Thứ năm,FALSE
11/17/2023,2023,11,Tháng mười một,202311,Q4,17,5,Thứ sáu,FALSE
11/20/2023,2023,11,Tháng mười một,202311,Q4,20,1,Thứ hai,FALSE
11/21/2023,2023,11,Tháng mười một,202311,Q4,21,2,Thứ ba,FALSE
11/22/2023,2023,11,Tháng mười một,202311,Q4,22,3,Thứ Tư,FALSE
11/23/2023,2023,11,Tháng mười một,202311,Q4,23,4,Thứ năm,FALSE
11/24/2023,2023,11,Tháng mười một,202311,Q4,24,5,Thứ sáu,FALSE
11/27/2023,2023,11,Tháng mười một,202311,Q4,27,1,Thứ hai,FALSE
11/28/2023,2023,11,Tháng mười một,202311,Q4,28,2,Thứ ba,FALSE
11/29/2023,2023,11,Tháng mười một,202311,Q4,29,3,Thứ Tư,FALSE
11/30/2023,2023,11,Tháng mười một,202311,Q4,30,4,Thứ năm,FALSE
12/1/2023,2023,12,Tháng mười hai,202312,Q4,1,5,Thứ sáu,FALSE
12/4/2023,2023,12,Tháng mười hai,202312,Q4,4,1,Thứ hai,FALSE
12/5/2023,2023,12,Tháng mười hai,202312,Q4,5,2,Thứ ba,FALSE
12/6/2023,2023,12,Tháng mười hai,202312,Q4,6,3,Thứ Tư,FALSE
12/7/2023,2023,12,Tháng mười hai,202312,Q4,7,4,Thứ năm,FALSE
12/8/2023,2023,12,Tháng mười hai,202312,Q4,8,5,Thứ sáu,FALSE
12/11/2023,2023,12,Tháng mười hai,202312,Q4,11,1,Thứ hai,FALSE
12/12/2023,2023,12,Tháng mười hai,202312,Q4,12,2,Thứ ba,FALSE
12/13/2023,2023,12,Tháng mười hai,202312,Q4,13,3,Thứ Tư,FALSE
12/14/2023,2023,12,Tháng mười hai,202312,Q4,14,4,Thứ năm,FALSE
12/15/2023,2023,12,Tháng mười hai,202312,Q4,15,5,Thứ sáu,FALSE
12/18/2023,2023,12,Tháng mười hai,202312,Q4,18,1,Thứ hai,FALSE
12/19/2023,2023,12,Tháng mười hai,202312,Q4,19,2,Thứ ba,FALSE
12/20/2023,2023,12,Tháng mười hai,202312,Q4,20,3,Thứ Tư,FALSE
12/21/2023,2023,12,Tháng mười hai,202312,Q4,21,4,Thứ năm,FALSE
12/22/2023,2023,12,Tháng mười hai,202312,Q4,22,5,Thứ sáu,FALSE
12/25/2023,2023,12,Tháng mười hai,202312,Q4,25,1,Thứ hai,FALSE
12/26/2023,2023,12,Tháng mười hai,202312,Q4,26,2,Thứ ba,FALSE
12/27/2023,2023,12,Tháng mười hai,202312,Q4,27,3,Thứ Tư,FALSE
12/28/2023,2023,12,Tháng mười hai,202312,Q4,28,4,Thứ năm,FALSE
12/29/2023,2023,12,Tháng mười hai,202312,Q4,29,5,Thứ sáu,FALSE
7/1/2025,2025,7,Tháng bảy,202507,Q3,1,2,Thứ ba,FALSE
1/1/2025,2025,1,Tháng Một,202501,Q1,1,3,Thứ Tư,FALSE
1/2/2025,2025,1,Tháng Một,202501,Q1,2,4,Thứ năm,FALSE
1/3/2025,2025,1,Tháng Một,202501,Q1,3,5,Thứ sáu,FALSE
1/4/2025,2025,1,Tháng Một,202501,Q1,4,6,Thứ bảy,TRUE
1/5/2025,2025,1,Tháng Một,202501,Q1,5,7,Chủ nhật,TRUE
1/6/2025,2025,1,Tháng Một,202501,Q1,6,1,Thứ hai,FALSE
1/7/2025,2025,1,Tháng Một,202501,Q1,7,2,Thứ ba,FALSE
1/8/2025,2025,1,Tháng Một,202501,Q1,8,3,Thứ Tư,FALSE
1/9/2025,2025,1,Tháng Một,202501,Q1,9,4,Thứ năm,FALSE
1/10/2025,2025,1,Tháng Một,202501,Q1,10,5,Thứ sáu,FALSE
1/11/2025,2025,1,Tháng Một,202501,Q1,11,6,Thứ bảy,TRUE
1/12/2025,2025,1,Tháng Một,202501,Q1,12,7,Chủ nhật,TRUE
1/13/2025,2025,1,Tháng Một,202501,Q1,13,1,Thứ hai,FALSE
1/14/2025,2025,1,Tháng Một,202501,Q1,14,2,Thứ ba,FALSE
1/15/2025,2025,1,Tháng Một,202501,Q1,15,3,Thứ Tư,FALSE
1/16/2025,2025,1,Tháng Một,202501,Q1,16,4,Thứ năm,FALSE
1/17/2025,2025,1,Tháng Một,202501,Q1,17,5,Thứ sáu,FALSE
1/18/2025,2025,1,Tháng Một,202501,Q1,18,6,Thứ bảy,TRUE
1/19/2025,2025,1,Tháng Một,202501,Q1,19,7,Chủ nhật,TRUE
1/20/2025,2025,1,Tháng Một,202501,Q1,20,1,Thứ hai,FALSE
1/21/2025,2025,1,Tháng Một,202501,Q1,21,2,Thứ ba,FALSE
1/22/2025,2025,1,Tháng Một,202501,Q1,22,3,Thứ Tư,FALSE
1/23/2025,2025,1,Tháng Một,202501,Q1,23,4,Thứ năm,FALSE
1/24/2025,2025,1,Tháng Một,202501,Q1,24,5,Thứ sáu,FALSE
1/25/2025,2025,1,Tháng Một,202501,Q1,25,6,Thứ bảy,TRUE
1/26/2025,2025,1,Tháng Một,202501,Q1,26,7,Chủ nhật,TRUE
1/27/2025,2025,1,Tháng Một,202501,Q1,27,1,Thứ hai,FALSE
1/28/2025,2025,1,Tháng Một,202501,Q1,28,2,Thứ ba,FALSE
1/29/2025,2025,1,Tháng Một,202501,Q1,29,3,Thứ Tư,FALSE
1/30/2025,2025,1,Tháng Một,202501,Q1,30,4,Thứ năm,FALSE
1/31/2025,2025,1,Tháng Một,202501,Q1,31,5,Thứ sáu,FALSE
2/1/2025,2025,2,Tháng hai,202502,Q1,1,6,Thứ bảy,TRUE
2/2/2025,2025,2,Tháng hai,202502,Q1,2,7,Chủ nhật,TRUE
2/3/2025,2025,2,Tháng hai,202502,Q1,3,1,Thứ hai,FALSE
2/4/2025,2025,2,Tháng hai,202502,Q1,4,2,Thứ ba,FALSE
2/5/2025,2025,2,Tháng hai,202502,Q1,5,3,Thứ Tư,FALSE
2/6/2025,2025,2,Tháng hai,202502,Q1,6,4,Thứ năm,FALSE
2/7/2025,2025,2,Tháng hai,202502,Q1,7,5,Thứ sáu,FALSE
2/8/2025,2025,2,Tháng hai,202502,Q1,8,6,Thứ bảy,TRUE
2/9/2025,2025,2,Tháng hai,202502,Q1,9,7,Chủ nhật,TRUE
2/10/2025,2025,2,Tháng hai,202502,Q1,10,1,Thứ hai,FALSE
2/11/2025,2025,2,Tháng hai,202502,Q1,11,2,Thứ ba,FALSE
2/12/2025,2025,2,Tháng hai,202502,Q1,12,3,Thứ Tư,FALSE
2/13/2025,2025,2,Tháng hai,202502,Q1,13,4,Thứ năm,FALSE
2/14/2025,2025,2,Tháng hai,202502,Q1,14,5,Thứ sáu,FALSE
2/15/2025,2025,2,Tháng hai,202502,Q1,15,6,Thứ bảy,TRUE
2/16/2025,2025,2,Tháng hai,202502,Q1,16,7,Chủ nhật,TRUE
2/17/2025,2025,2,Tháng hai,202502,Q1,17,1,Thứ hai,FALSE
2/18/2025,2025,2,Tháng hai,202502,Q1,18,2,Thứ ba,FALSE
2/19/2025,2025,2,Tháng hai,202502,Q1,19,3,Thứ Tư,FALSE
2/20/2025,2025,2,Tháng hai,202502,Q1,20,4,Thứ năm,FALSE
2/21/2025,2025,2,Tháng hai,202502,Q1,21,5,Thứ sáu,FALSE
2/22/2025,2025,2,Tháng hai,202502,Q1,22,6,Thứ bảy,TRUE
2/23/2025,2025,2,Tháng hai,202502,Q1,23,7,Chủ nhật,TRUE
2/24/2025,2025,2,Tháng hai,202502,Q1,24,1,Thứ hai,FALSE
2/25/2025,2025,2,Tháng hai,202502,Q1,25,2,Thứ ba,FALSE
2/26/2025,2025,2,Tháng hai,202502,Q1,26,3,Thứ Tư,FALSE
2/27/2025,2025,2,Tháng hai,202502,Q1,27,4,Thứ năm,FALSE
2/28/2025,2025,2,Tháng hai,202502,Q1,28,5,Thứ sáu,FALSE
3/1/2025,2025,3,Tháng ba,202503,Q1,1,6,Thứ bảy,TRUE
3/2/2025,2025,3,Tháng ba,202503,Q1,2,7,Chủ nhật,TRUE
3/3/2025,2025,3,Tháng ba,202503,Q1,3,1,Thứ hai,FALSE
3/4/2025,2025,3,Tháng ba,202503,Q1,4,2,Thứ ba,FALSE
3/5/2025,2025,3,Tháng ba,202503,Q1,5,3,Thứ Tư,FALSE
3/6/2025,2025,3,Tháng ba,202503,Q1,6,4,Thứ năm,FALSE
3/7/2025,2025,3,Tháng ba,202503,Q1,7,5,Thứ sáu,FALSE
3/8/2025,2025,3,Tháng ba,202503,Q1,8,6,Thứ bảy,TRUE
3/9/2025,2025,3,Tháng ba,202503,Q1,9,7,Chủ nhật,TRUE
3/10/2025,2025,3,Tháng ba,202503,Q1,10,1,Thứ hai,FALSE
3/11/2025,2025,3,Tháng ba,202503,Q1,11,2,Thứ ba,FALSE
3/12/2025,2025,3,Tháng ba,202503,Q1,12,3,Thứ Tư,FALSE
3/13/2025,2025,3,Tháng ba,202503,Q1,13,4,Thứ năm,FALSE
3/14/2025,2025,3,Tháng ba,202503,Q1,14,5,Thứ sáu,FALSE
3/15/2025,2025,3,Tháng ba,202503,Q1,15,6,Thứ bảy,TRUE
3/16/2025,2025,3,Tháng ba,202503,Q1,16,7,Chủ nhật,TRUE
3/17/2025,2025,3,Tháng ba,202503,Q1,17,1,Thứ hai,FALSE
3/18/2025,2025,3,Tháng ba,202503,Q1,18,2,Thứ ba,FALSE
3/19/2025,2025,3,Tháng ba,202503,Q1,19,3,Thứ Tư,FALSE
3/20/2025,2025,3,Tháng ba,202503,Q1,20,4,Thứ năm,FALSE
3/21/2025,2025,3,Tháng ba,202503,Q1,21,5,Thứ sáu,FALSE
3/22/2025,2025,3,Tháng ba,202503,Q1,22,6,Thứ bảy,TRUE
3/23/2025,2025,3,Tháng ba,202503,Q1,23,7,Chủ nhật,TRUE
3/24/2025,2025,3,Tháng ba,202503,Q1,24,1,Thứ hai,FALSE
3/25/2025,2025,3,Tháng ba,202503,Q1,25,2,Thứ ba,FALSE
3/26/2025,2025,3,Tháng ba,202503,Q1,26,3,Thứ Tư,FALSE
3/27/2025,2025,3,Tháng ba,202503,Q1,27,4,Thứ năm,FALSE
3/28/2025,2025,3,Tháng ba,202503,Q1,28,5,Thứ sáu,FALSE
3/29/2025,2025,3,Tháng ba,202503,Q1,29,6,Thứ bảy,TRUE
3/30/2025,2025,3,Tháng ba,202503,Q1,30,7,Chủ nhật,TRUE
3/31/2025,2025,3,Tháng ba,202503,Q1,31,1,Thứ hai,FALSE
4/1/2025,2025,4,Tháng tư,202504,Q2,1,2,Thứ ba,FALSE
4/2/2025,2025,4,Tháng tư,202504,Q2,2,3,Thứ Tư,FALSE
4/3/2025,2025,4,Tháng tư,202504,Q2,3,4,Thứ năm,FALSE
4/4/2025,2025,4,Tháng tư,202504,Q2,4,5,Thứ sáu,FALSE
4/5/2025,2025,4,Tháng tư,202504,Q2,5,6,Thứ bảy,TRUE
4/6/2025,2025,4,Tháng tư,202504,Q2,6,7,Chủ nhật,TRUE
4/7/2025,2025,4,Tháng tư,202504,Q2,7,1,Thứ hai,FALSE
4/8/2025,2025,4,Tháng tư,202504,Q2,8,2,Thứ ba,FALSE
4/9/2025,2025,4,Tháng tư,202504,Q2,9,3,Thứ Tư,FALSE
4/10/2025,2025,4,Tháng tư,202504,Q2,10,4,Thứ năm,FALSE
4/11/2025,2025,4,Tháng tư,202504,Q2,11,5,Thứ sáu,FALSE
4/12/2025,2025,4,Tháng tư,202504,Q2,12,6,Thứ bảy,TRUE
4/13/2025,2025,4,Tháng tư,202504,Q2,13,7,Chủ nhật,TRUE
4/14/2025,2025,4,Tháng tư,202504,Q2,14,1,Thứ hai,FALSE
4/15/2025,2025,4,Tháng tư,202504,Q2,15,2,Thứ ba,FALSE
4/16/2025,2025,4,Tháng tư,202504,Q2,16,3,Thứ Tư,FALSE
4/17/2025,2025,4,Tháng tư,202504,Q2,17,4,Thứ năm,FALSE
4/18/2025,2025,4,Tháng tư,202504,Q2,18,5,Thứ sáu,FALSE
4/19/2025,2025,4,Tháng tư,202504,Q2,19,6,Thứ bảy,TRUE
4/20/2025,2025,4,Tháng tư,202504,Q2,20,7,Chủ nhật,TRUE
4/21/2025,2025,4,Tháng tư,202504,Q2,21,1,Thứ hai,FALSE
4/22/2025,2025,4,Tháng tư,202504,Q2,22,2,Thứ ba,FALSE
4/23/2025,2025,4,Tháng tư,202504,Q2,23,3,Thứ Tư,FALSE
4/24/2025,2025,4,Tháng tư,202504,Q2,24,4,Thứ năm,FALSE
4/25/2025,2025,4,Tháng tư,202504,Q2,25,5,Thứ sáu,FALSE
4/26/2025,2025,4,Tháng tư,202504,Q2,26,6,Thứ bảy,TRUE
4/27/2025,2025,4,Tháng tư,202504,Q2,27,7,Chủ nhật,TRUE
4/28/2025,2025,4,Tháng tư,202504,Q2,28,1,Thứ hai,FALSE
4/29/2025,2025,4,Tháng tư,202504,Q2,29,2,Thứ ba,FALSE
4/30/2025,2025,4,Tháng tư,202504,Q2,30,3,Thứ Tư,FALSE
5/1/2025,2025,5,Tháng năm,202505,Q2,1,4,Thứ năm,FALSE
5/2/2025,2025,5,Tháng năm,202505,Q2,2,5,Thứ sáu,FALSE
5/3/2025,2025,5,Tháng năm,202505,Q2,3,6,Thứ bảy,TRUE
5/4/2025,2025,5,Tháng năm,202505,Q2,4,7,Chủ nhật,TRUE
5/5/2025,2025,5,Tháng năm,202505,Q2,5,1,Thứ hai,FALSE
5/6/2025,2025,5,Tháng năm,202505,Q2,6,2,Thứ ba,FALSE
5/7/2025,2025,5,Tháng năm,202505,Q2,7,3,Thứ Tư,FALSE
5/8/2025,2025,5,Tháng năm,202505,Q2,8,4,Thứ năm,FALSE
5/9/2025,2025,5,Tháng năm,202505,Q2,9,5,Thứ sáu,FALSE
5/10/2025,2025,5,Tháng năm,202505,Q2,10,6,Thứ bảy,TRUE
5/11/2025,2025,5,Tháng năm,202505,Q2,11,7,Chủ nhật,TRUE
5/12/2025,2025,5,Tháng năm,202505,Q2,12,1,Thứ hai,FALSE
5/13/2025,2025,5,Tháng năm,202505,Q2,13,2,Thứ ba,FALSE
5/14/2025,2025,5,Tháng năm,202505,Q2,14,3,Thứ Tư,FALSE
5/15/2025,2025,5,Tháng năm,202505,Q2,15,4,Thứ năm,FALSE
5/16/2025,2025,5,Tháng năm,202505,Q2,16,5,Thứ sáu,FALSE
5/17/2025,2025,5,Tháng năm,202505,Q2,17,6,Thứ bảy,TRUE
5/18/2025,2025,5,Tháng năm,202505,Q2,18,7,Chủ nhật,TRUE
5/19/2025,2025,5,Tháng năm,202505,Q2,19,1,Thứ hai,FALSE
5/20/2025,2025,5,Tháng năm,202505,Q2,20,2,Thứ ba,FALSE
5/21/2025,2025,5,Tháng năm,202505,Q2,21,3,Thứ Tư,FALSE
5/22/2025,2025,5,Tháng năm,202505,Q2,22,4,Thứ năm,FALSE
5/23/2025,2025,5,Tháng năm,202505,Q2,23,5,Thứ sáu,FALSE
5/24/2025,2025,5,Tháng năm,202505,Q2,24,6,Thứ bảy,TRUE
5/25/2025,2025,5,Tháng năm,202505,Q2,25,7,Chủ nhật,TRUE
5/26/2025,2025,5,Tháng năm,202505,Q2,26,1,Thứ hai,FALSE
5/27/2025,2025,5,Tháng năm,202505,Q2,27,2,Thứ ba,FALSE
5/28/2025,2025,5,Tháng năm,202505,Q2,28,3,Thứ Tư,FALSE
5/29/2025,2025,5,Tháng năm,202505,Q2,29,4,Thứ năm,FALSE
5/30/2025,2025,5,Tháng năm,202505,Q2,30,5,Thứ sáu,FALSE
5/31/2025,2025,5,Tháng năm,202505,Q2,31,6,Thứ bảy,TRUE
6/1/2025,2025,6,Tháng sáu,202506,Q2,1,7,Chủ nhật,TRUE
6/2/2025,2025,6,Tháng sáu,202506,Q2,2,1,Thứ hai,FALSE
6/3/2025,2025,6,Tháng sáu,202506,Q2,3,2,Thứ ba,FALSE
6/4/2025,2025,6,Tháng sáu,202506,Q2,4,3,Thứ Tư,FALSE
6/5/2025,2025,6,Tháng sáu,202506,Q2,5,4,Thứ năm,FALSE
6/6/2025,2025,6,Tháng sáu,202506,Q2,6,5,Thứ sáu,FALSE
6/7/2025,2025,6,Tháng sáu,202506,Q2,7,6,Thứ bảy,TRUE
6/8/2025,2025,6,Tháng sáu,202506,Q2,8,7,Chủ nhật,TRUE
6/9/2025,2025,6,Tháng sáu,202506,Q2,9,1,Thứ hai,FALSE
6/10/2025,2025,6,Tháng sáu,202506,Q2,10,2,Thứ ba,FALSE
6/11/2025,2025,6,Tháng sáu,202506,Q2,11,3,Thứ Tư,FALSE
6/12/2025,2025,6,Tháng sáu,202506,Q2,12,4,Thứ năm,FALSE
6/13/2025,2025,6,Tháng sáu,202506,Q2,13,5,Thứ sáu,FALSE
6/14/2025,2025,6,Tháng sáu,202506,Q2,14,6,Thứ bảy,TRUE
6/15/2025,2025,6,Tháng sáu,202506,Q2,15,7,Chủ nhật,TRUE
6/16/2025,2025,6,Tháng sáu,202506,Q2,16,1,Thứ hai,FALSE
6/17/2025,2025,6,Tháng sáu,202506,Q2,17,2,Thứ ba,FALSE
6/18/2025,2025,6,Tháng sáu,202506,Q2,18,3,Thứ Tư,FALSE
6/19/2025,2025,6,Tháng sáu,202506,Q2,19,4,Thứ năm,FALSE
6/20/2025,2025,6,Tháng sáu,202506,Q2,20,5,Thứ sáu,FALSE
6/21/2025,2025,6,Tháng sáu,202506,Q2,21,6,Thứ bảy,TRUE
6/22/2025,2025,6,Tháng sáu,202506,Q2,22,7,Chủ nhật,TRUE
6/23/2025,2025,6,Tháng sáu,202506,Q2,23,1,Thứ hai,FALSE
6/24/2025,2025,6,Tháng sáu,202506,Q2,24,2,Thứ ba,FALSE
6/25/2025,2025,6,Tháng sáu,202506,Q2,25,3,Thứ Tư,FALSE
6/26/2025,2025,6,Tháng sáu,202506,Q2,26,4,Thứ năm,FALSE
6/27/2025,2025,6,Tháng sáu,202506,Q2,27,5,Thứ sáu,FALSE
6/28/2025,2025,6,Tháng sáu,202506,Q2,28,6,Thứ bảy,TRUE
6/29/2025,2025,6,Tháng sáu,202506,Q2,29,7,Chủ nhật,TRUE
6/30/2025,2025,6,Tháng sáu,202506,Q2,30,1,Thứ hai,FALSE
